Importing NLTK
Done!
Getting CMUDict
Done!
Getting tagged words from Treebank corpus
         4627650 function calls (4620864 primitive calls) in 6.715 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 core.py:2260(__init__)
        1    0.000    0.000    0.000    0.000 suite.py:317(_DebugResult)
        1    0.000    0.000    0.000    0.000 argparse.py:194(_Section)
        1    0.000    0.000    0.000    0.000 featstruct.py:1703(FeatureValueTuple)
        1    0.000    0.000    0.000    0.000 index_tricks.py:603(IndexExpression)
        1    0.000    0.000    0.000    0.000 ppattach.py:47(PPAttachment)
        1    0.000    0.000    0.000    0.000 case.py:199(_AssertWarnsContext)
        1    0.000    0.000    0.000    0.000 argparse.py:883(_StoreTrueAction)
        1    0.000    0.000    0.000    0.000 errors.py:90(NonPrintableDefect)
        1    0.000    0.000    0.000    0.000 earleychart.py:114(FeatureIncrementalChart)
        1    0.000    0.000    0.000    0.000 bracket_parse.py:165(AlpinoCorpusReader)
        1    0.000    0.000    0.000    0.000 logic.py:728(EventType)
        1    0.000    0.000    0.000    0.000 arrayprint.py:638(IntegerFormat)
        1    0.000    0.000    0.000    0.000 pchart.py:50(ProbabilisticLeafEdge)
        1    0.000    0.000    0.000    0.000 sequential.py:693(ClassifierBasedPOSTagger)
        1    0.000    0.000    0.000    0.000 zipfile.py:531(LZMADecompressor)
        1    0.000    0.000    0.000    0.000 ast.py:258(NodeTransformer)
        1    0.000    0.000    0.000    0.000 ascii.py:34(StreamConverter)
        1    0.000    0.000    0.000    0.000 argparse.py:1528(_ArgumentGroup)
        1    0.000    0.000    0.000    0.000 client.py:1242(HTTPException)
        1    0.000    0.000    0.000    0.000 request.py:904(ProxyBasicAuthHandler)
        1    0.000    0.000    0.000    0.000 downloader.py:1857(_DownloadThread)
        1    0.000    0.000    0.000    0.000 parse.py:243(SplitResult)
        1    0.000    0.000    0.000    0.000 chart.py:1353(TopDownChartParser)
        1    0.000    0.000    0.000    0.000 downloader.py:312(DownloaderMessage)
        1    0.000    0.000    0.000    0.000 request.py:585(HTTPDefaultErrorHandler)
        1    0.000    0.000    0.000    0.000 chart.py:155(__init__)
        1    0.000    0.000    0.000    0.000 downloader.py:330(FinishDownloadMessage)
        1    0.000    0.000    0.000    0.000 dependency.py:65(DependencyCorpusView)
        1    0.000    0.000    0.000    0.000 ElementPath.py:240(_SelectorContext)
        1    0.000    0.000    0.000    0.000 logic.py:846(SubstituteBindingsI)
        1    0.000    0.000    0.000    0.000 sre_parse.py:85(checkgroup)
        1    0.000    0.000    0.000    0.000 jsontags.py:31(JSONTaggedEncoder)
        1    0.000    0.000    0.000    0.000 argparse.py:917(_AppendAction)
        1    0.000    0.000    0.000    0.000 copyreg.py:22(constructor)
        1    0.000    0.000    0.000    0.000 texttiling.py:382(TokenSequence)
        1    0.000    0.000    0.000    0.000 {built-in method time}
        1    0.000    0.000    0.000    0.000 data.py:75(<listcomp>)
        1    0.000    0.000    0.000    0.000 codecs.py:257(__init__)
        1    0.000    0.000    0.000    0.000 logic.py:1625(ExistsExpression)
        1    0.000    0.000    0.000    0.000 util.py:94(CutoffChecker)
        1    0.000    0.000    0.000    0.000 __init__.py:2826(Menubutton)
        1    0.000    0.000    0.000    0.000 chart.py:1123(BottomUpPredictCombineRule)
        1    0.000    0.000    0.000    0.000 case.py:165(_AssertRaisesContext)
        1    0.000    0.000    0.000    0.000 index_tricks.py:452(CClass)
        1    0.000    0.000    0.000    0.000 logic.py:1629(AllExpression)
        1    0.000    0.000    0.000    0.000 chunked.py:158(ChunkedCorpusView)
        1    0.000    0.000    0.000    0.000 calendar.py:28(IllegalWeekdayError)
        1    0.000    0.000    0.000    0.000 message.py:1142(EmailMessage)
        2    0.000    0.000    0.000    0.000 calendar.py:52(__init__)
        1    0.000    0.000    0.000    0.000 snowball.py:2326(NorwegianStemmer)
        1    0.000    0.000    0.000    0.000 simple.py:41(SpaceTokenizer)
        1    0.000    0.000    0.000    0.000 npyio.py:86(BagObj)
        1    0.000    0.000    0.000    0.000 logic.py:1791(StringTrie)
        1    0.000    0.000    0.000    0.000 bnc.py:145(BNCSentence)
        1    0.000    0.000    0.000    0.000 ycoe.py:125(YCOEParseCorpusReader)
        1    0.000    0.000    0.000    0.000 request.py:1207(HTTPHandler)
        1    0.000    0.000    0.000    0.000 error.py:23(URLError)
        1    0.000    0.000    0.000    0.000 arrayprint.py:532(FloatFormat)
        1    0.000    0.000    0.000    0.000 tagged.py:261(MacMorphoCorpusReader)
        1    0.000    0.000    0.000    0.000 defmatrix.py:14(_NumCharTable)
        1    0.000    0.000    0.000    0.000 featurechart.py:439(FeatureTopDownChartParser)
        1    0.000    0.000    0.000    0.000 data.py:427(GzipFileSystemPathPointer)
        1    0.000    0.000    0.000    0.000 nombank.py:274(NombankPointer)
        1    0.000    0.000    0.000    0.000 __init__.py:3469(BitmapImage)
        1    0.000    0.000    0.000    0.000 linearlogic.py:159(ConstantExpression)
        1    0.000    0.000    0.000    0.000 errors.py:24(MultipartConversionError)
        1    0.000    0.000    0.000    0.000 chart.py:134(__init__)
        3    0.000    0.000    0.000    0.000 _inspect.py:161(<lambda>)
        1    0.000    0.000    0.000    0.000 util.py:952(LazyEnumerate)
        1    0.000    0.000    0.000    0.000 texttiling.py:369(TokenTableField)
        1    0.000    0.000    0.000    0.000 senna.py:77(SennaNERTagger)
        1    0.000    0.000    0.000    0.000 chart.py:844(ChartRuleI)
        1    0.000    0.000    0.000    0.000 __init__.py:1898(NullHandler)
        1    0.000    0.000    0.000    0.000 {built-in method openssl_sha256}
        1    0.000    0.000    0.000    0.000 core.py:160(<listcomp>)
        1    0.000    0.000    0.000    0.000 arrayprint.py:658(LongFloatFormat)
        1    0.000    0.000    0.000    0.000 index_tricks.py:470(__init__)
        1    0.000    0.000    0.000    0.000 index_tricks.py:352(RClass)
        1    0.000    0.000    0.000    0.000 earleychart.py:346(IncrementalBottomUpLeftCornerChartParser)
        1    0.000    0.000    0.000    0.000 response.py:53(addinfo)
        1    0.000    0.000    0.000    0.000 combinator.py:12(UndirectedBinaryCombinator)
        1    0.000    0.000    0.000    0.000 client.py:1253(UnknownProtocol)
        1    0.000    0.000    0.000    0.000 request.py:1365(FTPHandler)
        1    0.000    0.000    0.000    0.000 tarfile.py:265(TarError)
        1    0.000    0.000    0.000    0.000 tarfile.py:277(StreamError)
        1    0.000    0.000    0.000    0.000 grammar.py:357(DependencyProduction)
        1    0.000    0.000    0.000    0.000 chart.py:1032(TopDownInitRule)
        1    0.000    0.000    0.000    0.000 __init__.py:405(OleDLL)
        1    0.000    0.000    0.000    0.000 __init__.py:200(c_longdouble)
        1    0.000    0.000    0.000    0.000 probability.py:1879(ConditionalProbDist)
        1    0.000    0.000    0.000    0.000 grammar.py:199(FeatStructNonterminal)
        1    0.000    0.000    0.000    0.000 featstruct.py:1242(_UnificationFailure)
        1    0.000    0.000    0.000    0.000 chart.py:1142(EmptyPredictRule)
        1    0.000    0.000    0.000    0.000 featurechart.py:427(FeatureChartParser)
        1    0.000    0.000    0.000    0.000 argparse.py:1001(_HelpAction)
        1    0.000    0.000    0.000    0.000 inspect.py:767(BlockFinder)
        1    0.000    0.000    0.000    0.000 __init__.py:192(c_float)
        1    0.000    0.000    0.000    0.000 case.py:123(_BaseTestCaseContext)
        1    0.000    0.000    0.000    0.000 earleychart.py:214(FeatureCompleterRule)
        1    0.000    0.000    0.000    0.000 featurechart.py:310(FeatureTopDownPredictRule)
        1    0.000    0.000    0.000    0.000 core.py:5997(_minimum_operation)
        1    0.000    0.000    0.000    0.000 featurechart.py:303(FeatureTopDownInitRule)
        1    0.000    0.000    0.000    0.000 client.py:1297(LineTooLong)
        1    0.000    0.000    0.000    0.000 featurechart.py:377(FeatureBottomUpPredictCombineRule)
        1    0.000    0.000    0.000    0.000 errors.py:44(StartBoundaryNotFoundDefect)
        1    0.000    0.000    0.000    0.000 chart.py:1160(FilteredSingleEdgeFundamentalRule)
        1    0.000    0.000    0.000    0.000 errors.py:78(HeaderDefect)
        1    0.000    0.000    0.000    0.000 logic.py:1813(UnexpectedTokenException)
        1    0.000    0.000    0.000    0.000 combinator.py:29(DirectedBinaryCombinator)
        1    0.000    0.000    0.000    0.000 logic.py:1725(BooleanExpression)
        1    0.000    0.000    0.000    0.000 __init__.py:163(c_short)
        1    0.000    0.000    0.000    0.000 __init__.py:175(c_ulong)
        1    0.000    0.000    0.000    0.000 request.py:1082(ProxyDigestAuthHandler)
        1    0.000    0.000    0.000    0.000 threading.py:1192(_MainThread)
        1    0.000    0.000    0.000    0.000 tarfile.py:271(ReadError)
        1    0.000    0.000    0.000    0.000 _iotools.py:441(ConverterError)
        1    0.000    0.000    0.000    0.000 case.py:24(SkipTest)
        1    0.000    0.000    0.000    0.000 case.py:37(_UnexpectedSuccess)
        1    0.000    0.000    0.000    0.000 tarfile.py:283(EmptyHeaderError)
        1    0.000    0.000    0.000    0.000 errors.py:70(InvalidBase64PaddingDefect)
        1    0.000    0.000    0.000    0.000 logic.py:1749(OrExpression)
        1    0.000    0.000    0.000    0.000 logic.py:1826(ExpectedMoreTokensException)
        1    0.000    0.000    0.000    0.000 uu.py:39(Error)
        1    0.000    0.000    0.000    0.000 errors.py:12(MessageParseError)
        1    0.000    0.000    0.000    0.000 client.py:1261(UnimplementedFileMode)
        1    0.000    0.000    0.000    0.000 inspect.py:2464(parameters)
        1    0.000    0.000    0.000    0.000 pchart.py:76(ProbabilisticBottomUpPredictRule)
        1    0.000    0.000    0.000    0.000 inspect.py:2062(_empty)
        1    0.000    0.000    0.000    0.000 logic.py:806(InconsistentTypeHierarchyException)
        1    0.000    0.000    0.000    0.000 earleychart.py:217(FeatureScannerRule)
        1    0.000    0.000    0.000    0.000 tree.py:1393(ImmutableParentedTree)
        1    0.000    0.000    0.000    0.000 earleychart.py:190(FilteredCompleteFundamentalRule)
        1    0.000    0.000    0.000    0.000 wordnet.py:108(WordNetError)
        1    0.000    0.000    0.000    0.000 shutil.py:59(RegistryError)
        1    0.000    0.000    0.000    0.000 featurechart.py:365(FeatureBottomUpPredictRule)
        1    0.000    0.000    0.000    0.000 tokenize.py:220(StopTokenizing)
        1    0.000    0.000    0.000    0.000 errors.py:20(BoundaryError)
        1    0.000    0.000    0.000    0.000 tarfile.py:289(EOFHeaderError)
        1    0.000    0.000    0.000    0.000 request.py:893(HTTPBasicAuthHandler)
        1    0.000    0.000    0.000    0.000 chart.py:1373(BottomUpLeftCornerChartParser)
        1    0.000    0.000    0.000    0.000 __init__.py:250(c_void_p)
        1    0.000    0.000    0.000    0.000 downloader.py:339(UpToDateMessage)
        1    0.000    0.000    0.000    0.000 __init__.py:228(c_byte)
        1    0.000    0.000    0.000    0.000 shutil.py:46(SameFileError)
        1    0.000    0.000    0.000    0.000 logic.py:802(TypeException)
        1    0.000    0.000    0.000    0.000 earleychart.py:333(EarleyChartParser)
        1    0.000    0.000    0.000    0.000 core.py:5841(__array_finalize__)
        1    0.000    0.000    0.000    0.000 __init__.py:167(c_ushort)
        1    0.000    0.000    0.000    0.000 __init__.py:631(Filter)
        1    0.000    0.000    0.000    0.000 __init__.py:260(c_wchar_p)
        1    0.000    0.000    0.000    0.000 {built-in method sqrt}
        1    0.000    0.000    0.000    0.000 {built-in method openssl_sha512}
        1    0.000    0.000    0.000    0.000 featstruct.py:1874(SlashFeature)
        1    0.000    0.000    0.000    0.000 downloader.py:357(SelectDownloadDirMessage)
        1    0.000    0.000    0.000    0.000 __init__.py:3863(Tributton)
        1    0.000    0.000    0.000    0.000 drt.py:643(DrtOrExpression)
        1    0.000    0.000    0.000    0.000 client.py:1247(NotConnected)
        1    0.000    0.000    0.000    0.000 chart.py:1046(TopDownPredictRule)
        1    0.000    0.000    0.000    0.000 tarfile.py:268(ExtractError)
        1    0.000    0.000    0.000    0.000 ascii.py:28(StreamWriter)
        1    0.000    0.000    0.000    0.000 tableau.py:320(TableauProverCommand)
        1    0.000    0.000    0.000    0.000 extras.py:1530(mr_class)
        1    0.000    0.000    0.000    0.000 logic.py:1765(IffExpression)
        3    0.000    0.000    0.000    0.000 {built-in method callable}
        1    0.000    0.000    0.000    0.000 featurechart.py:219(FeatureFundamentalRule)
        1    0.000    0.000    0.000    0.000 earleychart.py:350(IncrementalLeftCornerChartParser)
        1    0.000    0.000    0.000    0.000 ElementTree.py:103(ParseError)
        1    0.000    0.000    0.000    0.000 earleychart.py:395(FeatureIncrementalTopDownChartParser)
        1    0.000    0.000    0.000    0.000 case.py:32(_ShouldStop)
        1    0.000    0.000    0.000    0.000 featurechart.py:447(FeatureBottomUpLeftCornerChartParser)
        1    0.000    0.000    0.000    0.000 plaintext.py:172(PortugueseCategorizedPlaintextCorpusReader)
        1    0.000    0.000    0.000    0.000 chart.py:1183(FilteredBottomUpPredictCombineRule)
        1    0.000    0.000    0.000    0.000 errors.py:61(MultipartInvariantViolationDefect)
        1    0.000    0.000    0.000    0.000 _inspect.py:162(<lambda>)
        1    0.000    0.000    0.000    0.000 inspect.py:765(EndOfBlock)
        1    0.000    0.000    0.000    0.000 earleychart.py:338(IncrementalTopDownChartParser)
        1    0.000    0.000    0.000    0.000 chart.py:1361(BottomUpChartParser)
        1    0.000    0.000    0.000    0.000 {built-in method openssl_sha384}
        1    0.000    0.000    0.000    0.000 tree.py:1396(ImmutableMultiParentedTree)
        1    0.000    0.000    0.000    0.000 tarfile.py:286(TruncatedHeaderError)
        1    0.000    0.000    0.000    0.000 __init__.py:171(c_long)
        1    0.000    0.000    0.000    0.000 numeric.py:2743(_unspecified)
        1    0.000    0.000    0.000    0.000 probability.py:1951(DictionaryConditionalProbDist)
        1    0.000    0.000    0.000    0.000 __init__.py:263(c_wchar)
        1    0.000    0.000    0.000    0.000 errors.py:8(MessageError)
        1    0.000    0.000    0.000    0.000 pchart.py:68(ProbabilisticBottomUpInitRule)
        1    0.000    0.000    0.000    0.000 subprocess.py:363(SubprocessError)
        1    0.000    0.000    0.000    0.000 utils.py:1701(IgnoreException)
        1    0.000    0.000    0.000    0.000 argparse.py:1562(_MutuallyExclusiveGroup)
        1    0.000    0.000    0.000    0.000 argparse.py:954(_AppendConstAction)
        1    0.000    0.000    0.000    0.000 drt.py:56(<listcomp>)
        1    0.000    0.000    0.000    0.000 __init__.py:3855(Studbutton)
        1    0.000    0.000    0.000    0.000 tarfile.py:707(ExFileObject)
        1    0.000    0.000    0.000    0.000 glue.py:623(DrtGlueDict)
        1    0.000    0.000    0.000    0.000 errors.py:104(NonASCIILocalPartDefect)
        1    0.000    0.000    0.000    0.000 argparse.py:655(ArgumentDefaultsHelpFormatter)
        1    0.000    0.000    0.000    0.000 earleychart.py:187(PredictorRule)
        1    0.000    0.000    0.000    0.000 core.py:6009(_maximum_operation)
        1    0.000    0.000    0.000    0.000 conll.py:511(ConllChunkCorpusReader)
        1    0.000    0.000    0.000    0.000 drt.py:513(DrtIndividualVariableExpression)
        1    0.000    0.000    0.000    0.000 boxer.py:1234(UnparseableInputException)
        1    0.000    0.000    0.000    0.000 shutil.py:53(ExecError)
        1    0.000    0.000    0.000    0.000 {built-in method openssl_sha224}
        1    0.000    0.000    0.000    0.000 earleychart.py:403(FeatureIncrementalBottomUpLeftCornerChartParser)
        1    0.000    0.000    0.000    0.000 logic.py:816(TypeResolutionException)
        1    0.000    0.000    0.000    0.000 drt.py:640(DrtBooleanExpression)
        1    0.000    0.000    0.000    0.000 earleychart.py:391(FeatureEarleyChartParser)
        2    0.000    0.000    0.000    0.000 inspect.py:2151(annotation)
        1    0.000    0.000    0.000    0.000 logic.py:738(__init__)
        2    0.000    0.000    0.000    0.000 {method 'reverse' of 'list' objects}
        1    0.000    0.000    0.000    0.000 argparse.py:725(ArgumentTypeError)
        1    0.000    0.000    0.000    0.000 zipfile.py:39(BadZipFile)
        1    0.000    0.000    0.000    0.000 {built-in method set_typeDict}
        1    0.000    0.000    0.000    0.000 drt.py:652(DrtEqualityExpression)
        1    0.000    0.000    0.000    0.000 threading.py:724(BrokenBarrierError)
        1    0.000    0.000    0.000    0.000 regexp.py:178(WordPunctTokenizer)
        1    0.000    0.000    0.000    0.000 numerictypes.py:773(_typedict)
        1    0.000    0.000    0.000    0.000 shutil.py:49(SpecialFileError)
        1    0.000    0.000    0.000    0.000 logic.py:1738(AndExpression)
        1    0.000    0.000    0.000    0.000 logic.py:822(IllegalTypeException)
        1    0.000    0.000    0.000    0.000 earleychart.py:220(FeaturePredictorRule)
        1    0.000    0.000    0.000    0.000 {built-in method register}
        1    0.000    0.000    0.000    0.000 downloader.py:333(StartUnzipMessage)
        1    0.000    0.000    0.000    0.000 request.py:1249(UnknownHandler)
        1    0.000    0.000    0.000    0.000 filedialog.py:239(SaveFileDialog)
        1    0.000    0.000    0.000    0.000 errors.py:28(CharsetError)
        1    0.000    0.000    0.000    0.000 ssl.py:199(CertificateError)
        1    0.000    0.000    0.000    0.000 chart.py:1382(LeftCornerChartParser)
        1    0.000    0.000    0.000    0.000 drt.py:57(<listcomp>)
        1    0.000    0.000    0.000    0.000 downloader.py:321(StartPackageMessage)
        1    0.000    0.000    0.000    0.000 messagebox.py:57(Message)
        1    0.000    0.000    0.000    0.000 errors.py:53(MisplacedEnvelopeHeaderDefect)
        1    0.000    0.000    0.000    0.000 _iotools.py:455(ConversionWarning)
        1    0.000    0.000    0.000    0.000 logic.py:1426(EventVariableExpression)
        1    0.000    0.000    0.000    0.000 shutil.py:56(ReadError)
        1    0.000    0.000    0.000    0.000 errors.py:101(ObsoleteHeaderDefect)
        1    0.000    0.000    0.000    0.000 argparse.py:1048(_ChoicesPseudoAction)
        1    0.000    0.000    0.000    0.000 errors.py:84(InvalidHeaderDefect)
        1    0.000    0.000    0.000    0.000 signals.py:9(_InterruptHandler)
        1    0.000    0.000    0.000    0.000 logic.py:1808(LogicalExpressionException)
        1    0.000    0.000    0.000    0.000 __init__.py:383(WinDLL)
        1    0.000    0.000    0.000    0.000 __init__.py:214(c_ulonglong)
        1    0.000    0.000    0.000    0.000 core.py:794(_DomainGreater)
        1    0.000    0.000    0.000    0.000 argparse.py:633(RawDescriptionHelpFormatter)
        1    0.000    0.000    0.000    0.000 chart.py:1108(BottomUpPredictRule)
        1    0.000    0.000    0.000    0.000 errors.py:64(InvalidMultipartContentTransferEncodingDefect)
        1    0.000    0.000    0.000    0.000 errors.py:41(NoBoundaryInMultipartDefect)
        1    0.000    0.000    0.000    0.000 logic.py:1760(ImpExpression)
        1    0.000    0.000    0.000    0.000 pickle.py:87(_Stop)
        1    0.000    0.000    0.000    0.000 pchart.py:86(ProbabilisticFundamentalRule)
        1    0.000    0.000    0.000    0.000 parse.py:267(ParseResultBytes)
        1    0.000    0.000    0.000    0.000 downloader.py:327(StartDownloadMessage)
        1    0.000    0.000    0.000    0.000 __init__.py:112(ModuleDeprecationWarning)
        1    0.000    0.000    0.000    0.000 __init__.py:221(c_ubyte)
        1    0.000    0.000    0.000    0.000 tarfile.py:274(CompressionError)
        1    0.000    0.000    0.000    0.000 downloader.py:324(FinishPackageMessage)
        1    0.000    0.000    0.000    0.000 linearlogic.py:427(UnificationException)
        1    0.000    0.000    0.000    0.000 arrayprint.py:699(ComplexFormat)
        1    0.000    0.000    0.000    0.000 filedialog.py:297(_Dialog)
        1    0.000    0.000    0.000    0.000 {built-in method openssl_sha1}
        1    0.000    0.000    0.000    0.000 imp.py:179(_LoadCompiledCompatibility)
        1    0.000    0.000    0.000    0.000 pickle.py:67(PicklingError)
        1    0.000    0.000    0.000    0.000 filedialog.py:344(SaveAs)
        1    0.000    0.000    0.000    0.000 request.py:1476(DataHandler)
        1    0.000    0.000    0.000    0.000 tarfile.py:295(SubsequentHeaderError)
        1    0.000    0.000    0.000    0.000 pchart.py:371(UnsortedChartParser)
        1    0.000    0.000    0.000    0.000 shutil.py:43(Error)
        1    0.000    0.000    0.000    0.000 evaluate.py:34(Error)
        1    0.000    0.000    0.000    0.000 drt.py:522(DrtConstantExpression)
        1    0.000    0.000    0.000    0.000 downloader.py:318(FinishCollectionMessage)
        1    0.000    0.000    0.000    0.000 earleychart.py:180(ScannerRule)
        1    0.000    0.000    0.000    0.000 pchart.py:378(LongestChartParser)
        1    0.000    0.000    0.000    0.000 errors.py:16(HeaderParseError)
        1    0.000    0.000    0.000    0.000 tableau.py:29(ProverParseError)
        1    0.000    0.000    0.000    0.000 earleychart.py:342(IncrementalBottomUpChartParser)
        1    0.000    0.000    0.000    0.000 ascii.py:24(IncrementalDecoder)
        1    0.000    0.000    0.000    0.000 logic.py:720(TruthValueType)
        1    0.000    0.000    0.000    0.000 framenet.py:260(FramenetError)
        1    0.000    0.000    0.000    0.000 imp.py:159(_LoadSourceCompatibility)
        1    0.000    0.000    0.000    0.000 argparse.py:705(ArgumentError)
        1    0.000    0.000    0.000    0.000 client.py:1278(ImproperConnectionState)
        1    0.000    0.000    0.000    0.000 _iotools.py:448(ConverterLockError)
        1    0.000    0.000    0.000    0.000 inspect.py:2147(default)
        1    0.000    0.000    0.000    0.000 resolution.py:28(ProverParseError)
        1    0.000    0.000    0.000    0.000 dependencygraph.py:477(DependencyGraphError)
        1    0.000    0.000    0.000    0.000 __init__.py:124(VisibleDeprecationWarning)
        1    0.000    0.000    0.000    0.000 client.py:1250(InvalidURL)
        1    0.000    0.000    0.000    0.000 inspect.py:2468(return_annotation)
        1    0.000    0.000    0.000    0.000 drt.py:63(<listcomp>)
        1    0.000    0.000    0.000    0.000 argparse.py:900(_StoreFalseAction)
        1    0.000    0.000    0.000    0.000 __init__.py:2136(Widget)
        1    0.000    0.000    0.000    0.000 numeric.py:52(ComplexWarning)
        1    0.000    0.000    0.000    0.000 __init__.py:255(c_bool)
        1    0.000    0.000    0.000    0.000 filedialog.py:325(Open)
        1    0.000    0.000    0.000    0.000 __init__.py:210(c_longlong)
        1    0.000    0.000    0.000    0.000 __init__.py:196(c_double)
        1    0.000    0.000    0.000    0.000 argparse.py:644(RawTextHelpFormatter)
        1    0.000    0.000    0.000    0.000 pickle.py:63(PickleError)
        1    0.000    0.000    0.000    0.000 drt.py:845(AnaphoraResolutionException)
        1    0.000    0.000    0.000    0.000 featstruct.py:1358(_UnificationFailureError)
        2    0.000    0.000    0.000    0.000 inspect.py:2155(kind)
        1    0.000    0.000    0.000    0.000 api.py:73(FeaturesetTaggerI)
        1    0.000    0.000    0.000    0.000 drt.py:62(<listcomp>)
        1    0.000    0.000    0.000    0.000 regexp.py:169(BlanklineTokenizer)
        1    0.000    0.000    0.000    0.000 errors.py:87(HeaderMissingRequiredValue)
        1    0.000    0.000    0.000    0.000 downloader.py:354(ProgressMessage)
        1    0.000    0.000    0.000    0.000 rhyme_generator.py:7(NotInCMUDict)
        1    0.000    0.000    0.000    0.000 _endian.py:46(BigEndianStructure)
        1    0.000    0.000    0.000    0.000 ycoe.py:133(YCOETaggedCorpusReader)
        1    0.000    0.000    0.000    0.000 core.py:777(_DomainSafeDivide)
        1    0.000    0.000    0.000    0.000 client.py:1284(CannotSendHeader)
        1    0.000    0.000    0.000    0.000 featurechart.py:443(FeatureBottomUpChartParser)
        1    0.000    0.000    0.000    0.000 core.py:128(MAError)
        1    0.000    0.000    0.000    0.000 ascii.py:31(StreamReader)
        1    0.000    0.000    0.000    0.000 simple.py:54(TabTokenizer)
        1    0.000    0.000    0.000    0.000 {method 'disable' of '_lsprof.Profiler' objects}
        1    0.000    0.000    0.000    0.000 client.py:1281(CannotSendRequest)
        1    0.000    0.000    0.000    0.000 pickle.py:74(UnpicklingError)
        1    0.000    0.000    0.000    0.000 tarfile.py:280(HeaderError)
        1    0.000    0.000    0.000    0.000 errors.py:67(UndecodableBytesDefect)
        1    0.000    0.000    0.000    0.000 {method 'release' of '_thread.lock' objects}
        1    0.000    0.000    0.000    0.000 tarfile.py:292(InvalidHeaderError)
        1    0.000    0.000    0.000    0.000 evaluate.py:36(Undefined)
        1    0.000    0.000    0.000    0.000 errors.py:56(MissingHeaderBodySeparatorDefect)
        1    0.000    0.000    0.000    0.000 errors.py:50(FirstHeaderLineIsContinuationDefect)
        1    0.000    0.000    0.000    0.000 drt.py:519(DrtEventVariableExpression)
        1    0.000    0.000    0.000    0.000 drt.py:516(DrtFunctionVariableExpression)
        1    0.000    0.000    0.000    0.000 errors.py:47(CloseBoundaryNotFoundDefect)
        1    0.000    0.000    0.000    0.000 errors.py:73(InvalidBase64CharactersDefect)
        1    0.000    0.000    0.000    0.000 linearlogic.py:431(LinearLogicApplicationException)


